James Marsh;
James Whale;  ( july  u  may ) was an english film director, theatre director and actor. he is best remembered for his four classic horror films: frankenstein (), the old dark house (), the invisible man () and bride of frankenstein ().  also directed films in other genres, including what is considered the definitive film version of the musical show boat (). he became increasingly disenchanted with his association with horror, but many of his non-horror films have fallen into obscurity.n was born into a large family in dudley, in the black country area of the english west midlands. he discovered his artistic talent early on and studied art. with the outbreak of world war i, he enlisted in the british army and became an officer. he was captured by the germans and during his time as a prisoner of war he realized he was interested in drama. following his release at the end of the war he became an actor, set designer and director. his success directing the  play journey's end led to his move to the us, first to direct the play on broadway and then to hollywood, california to direct films. he lived in hollywood for the rest of his life, most of that time with his longtime companion, producer david lewis. apart from journey's end (), which was released by tiffany films, and hell's angels (), released by united artists, he directed a dozen films for universal studios between  and , developing a style characterized by the influence of german expressionism and a highly mobile camera.nat the height of his career as a director,  directed the road back (), a sequel to all quiet on the western front. studio interference, possibly spurred by political pressure from nazi germany, led to the film's being altered from 's vision and the road back was a critical and commercial failure. a run of similar box-office disappointments followed and, while he would make one final short film in , by  his film directing career was over. he continued to direct for the stage and also rediscovered his love for painting and travel. his investments made him wealthy and he lived a comfortable retirement until suffering strokes in  that robbed him of his vigor and left him in pain. he committed suicide on  may  by drowning himself in his swimming pool.n was openly gay throughout his career, something that was very unusual in the s and s. as knowledge of his sexual orientation has become more common, some of his films, bride of frankenstein in particular, have been interpreted as having a gay subtext and it has been claimed that his refusal to remain in the closet led to the end of his career.
Jan Komasa;
Jan Svankmajer;" uvankmajer (czech: [uc ucuvaubkmajubr]; born  september ) is a czech filmmaker and artist whose work spans several media. he is a self-labeled surrealist known for his animations and features, which have greatly influenced other artists such as terry gilliam, the brothers quay, and many others."
Jason Reitman;"  ( ; born october , ) is a canadian-american film director, screenwriter, and producer, best known for directing the films thank you for smoking (), juno (), up in the air (), and young adult (). as of february , , he has received one grammy award and four academy award nominations, two of which are for best director.  is a dual citizen of canada and the united states. he is the son of director ivan ."
Jean Cocteau;" maurice euguene cluement  (french: [uuu kukto];  july  u  october ) was a french writer, designer, playwright, artist and filmmaker.  is best known for his novel les enfants terribles (), and the films the blood of a poet (), les parents terribles (), beauty and the beast () and orpheus (). his circle of associates, friends and lovers included kenneth anger, pablo picasso, gertrude stein,  hugo,  marais, henri bernstein, yul brynner, marlene dietrich, coco chanel, erik satie, albert gleizes, igor stravinsky, marie laurencin, marueda fuelix, ucdith piaf, panama al brown, colette,  genet, and raymond radiguet."
Jean Eustache;"  (french: [ufs.tau];  november  u  november ) was a french filmmaker. during his short career, he completed numerous shorts, in addition to a pair of highly regarded features, of which the first, the mother and the whore, is considered a key work of post-nouvelle vague french cinema.nin his obituary for , the influential critic serge daney wrote:nn""in the thread of the desolate s, his films succeeded one another, always unforeseen, without a system, without a gap: film-rivers, short films, tv programs, hyperreal fiction. each film went to the end of its material, from real to fictional sorrow. it was impossible for him to go against it, to calculate, to take cultural success into account, impossible for this theoretician of seduction to seduce an audience.""nnjim jarmusch dedicated his  film broken flowers to ."
Jean Gremillon;" gruemillon (french: [guemijuu];  october  u  november ) was a french film director."
Jean Paul Rappeneau;-  (born  april ) is a french film director and screenwriter.nhe started out in film as an assistant and screenwriter collaborating with louis malle on zazie dans le muetro in  and vie privuee in . in , he was co-screenwriter for l'homme de rio, which starred - belmondo.nthe first film that he both wrote and directed was a matter of resistance in . although it was a great critical and popular success, he did not make another film until , when he directed les mariues de l'an ii, again starring belmondo and marluene jobert.nsince ,  has written only for his own films, including le sauvage, starring yves montand and tout feu, tout flamme (), again with montand, who co-starred with isabelle adjani.nin ,  directed a deluxe technicolor film version of cyrano de bergerac, his adaptation of the classic french play by edmond rostand, starring guerard depardieu. 's film version is the most elaborate film version of the play ever made, and one of the most expensive french films ever produced. it is the only rendition of the play in the original french to be released widely.nthe  comedy bon voyage, co-written with patrick modiano, again starred depardieu, this time with isabelle adjani.
Jean Pierre Jeunet;"-  (french: [uuu pjubu uunub]; born  september ) is a french film director and screenwriter known for the films delicatessen, the city of lost children, alien: resurrection and amuelie.nn"
Jean Renoir;"  (french: [uunwau];  september  u  february ) was a french film director, screenwriter, actor, producer and author. as a film director and actor, he made more than forty films from the silent era to the end of the s. his films la grande illusion () and the rules of the game () are often cited by critics as among the greatest films ever made. he was ranked by the bfi's sight & sound poll of critics in  as the fourth greatest director of all time. among numerous honors accrued during his lifetime, he received a lifetime achievement academy award in  for his contribution to the motion picture industry.  was the son of the painter pierre-auguste . he was one of the first filmmakers to be known as an auteur."
Jean Vigo;"  (french: [];  april  u  october ) was a french film director who helped establish poetic realism in film in the s; he was a posthumous influence on the french new wave of the late s and early s."
Jean-Luc Godard;"  (french: [uuulyk uudau]; born  december ) is a french-swiss film director, screenwriter and film critic. he is often identified with the s french film movement la nouvelle vague, or french new wave.nlike his new wave contemporaries,  criticized mainstream french cinema's ""tradition of quality"", which ""emphasized craft over innovation, privileged established directors over new directors, and preferred the great works of the past to experimentation."" as a result of such argument, he and like-minded critics started to make their own films. many of 's films challenge the conventions of traditional hollywood in addition to french cinema. in ,  described his and his colleagues' impact: ""we barged into the cinema like cavemen into the versailles of louis xv."" he is often considered the most radical french filmmaker of the s and s; his approach in film conventions, politics and philosophies made him arguably the most influential director of the french new wave. along with showing knowledge of film history through homages and references, several of his films expressed his political views; he was an avid reader of existential and marxist philosophy.nsince the new wave, his politics have been much less radical and his recent films are about representation and human conflict from a humanist, and a marxist perspective.nin a  sight & sound poll,  ranked third in the critics' top-ten directors of all time (which was put together by assembling the directors of the individual films for which the critics voted). he is said to have ""created one of the largest bodies of critical analysis of any filmmaker since the mid-twentieth century."" he and his work have been central to narrative theory and have ""challenged both commercial narrative cinema norms and film criticism's vocabulary."" in ,  was awarded an academy honorary award, but did not attend the award ceremony. 's films have inspired many directors including martin scorsese, quentin tarantino, brian de palma, steven soderbergh, d. a. pennebaker, robert altman, jim jarmusch, wong kar-wai, wim wenders, bernardo bertolucci, and pier paolo pasolini.nfrom his father, he is the cousin of pedro pablo kuczynski, current president of peru."
Jean-Marc Moutout;
Jean-Pierre Dardenne;"brothers   (french: [daudubn]; born  april ) and luc  (born  march ) are a belgian filmmaking duo. they write, produce and direct their films together.nthe s began making narrative and documentary films in the late s. they came to international attention in the mid-s with la promesse (the promise). they won their first major international film prize when rosetta won the palme d'or at the  cannes film festival.nin , olivier gourmet won best actor at cannes for the s' le fils (the son). in , they won the palme d'or a second time for their film luenfant (the child), putting them in an elite club, at the time, of only seven. their film, le silence de lorna (lorna's silence), won best screenplay at the  cannes film festival and was released in europe in the fall. their film the kid with a bike won the grand prix at the  cannes film festival, received one golden globe nomination and eight magritte award nominations.  was the jury president for the cinuefoundation and short films sections of the  cannes film festival. in , their film deux jours, une nuit (two days, one night) received nine magritte award nominations (winning three) and one academy award nomination for best actress for marion cotillard."
Jean-Pierre Melville;"  (french: [mublvil]; born  grumbach;  october  u  august ) was a french filmmaker.nwhile with the french resistance during world war ii, he adopted the nom de guerre  as a tribute to his favorite american author, herman . he kept it as his stage name once the war was over."
Jee-woon Kim;
Jeff Nichols;"  (born december , ) is an american film director and screenwriter from little rock, arkansas. he studied filmmaking at the university of north carolina school of the arts.n has directed shotgun stories (), take shelter (), mud () and midnight special (). most recently, he directed the drama loving, a film about the landmark u.s. civil rights court case loving v. virginia, which was released on november , .nin his review of midnight special, rolling stone critic peter travers said ""the arkansas-born , , already ranks with the best american directors of his generation""."
Jennifer Abbott;  is a canadian director and editor, who specializes in social justice and environmental documentaries. she is best known as the co-director and editor of the widely acclaimed documentary, the corporation (), which critically examines large corporations in the modern world. the corporation was held over in commercial theatres internationally, has a % critics and audience rating on rotten tomatoes [], won  awards including from the sundance film festival, a genie for best documentary and a top ten film of the year by the toronto international film festival - though disqualified from the oscars as an ontario broadcast preceded the la theatrical release. the corporation is also credited as one of the top ten films to inspire the occupy movement. most recently,  co-wrote and edited sea blind [], about the sea route opening along the melting arctic ocean and the price of shipping our stuff. it screened at the  paris climate talks and is making the rounds to the ports of europe projected onto walls of shipping containers.  is the co-writer, co-director and editor of us and them [] about four homeless and addicted street people shot over the course of  years and the executive producer and editor of i am []. she was commissioned to create the short film brave new minds for the interactive website unspeak by amsterdam's submarine channel []. 's first feature documentary, a cow at my table (), explores contemporary western attitudes to livestock and meat production. her early work includes the experimental short skinned screened at ny's museum of modern art []. she has taught at the emily carr institute of art & design in vancouver and lives on a permaculture farm on a small island on canada's west coast.
Jens Kien;
Jeong Geun-Seop;
Jeong-beom Lee;
Jeremie Perrin;
Jerry Schatzberg;  (born june , ) is a photographer and film director.
Jerzy Kawalerowicz;  ( january  u  december ) was a polish film director and politician, having been a member of polish united workers' party from  until its dissolution in  and a deputy in polish parliament since  until .
Jerzy Skolimowski;  (polish: [jubuu skuliucmufskubi], born  may ) is a polish film director, screenwriter, dramatist and actor. a graduate of the prestigious national film school in uufdua,  has directed more than twenty films since his  duebut oko wykol (the menacing eye). in  he was awarded golden bear for his film le duepart. his famous film is deep end(). jane asher and john moulder brown acted in deep end. he lived in los angeles for over  years where he painted in a figurative, expressionist mode and acted occasionally in films. more recently, he returned to poland, and to film making as a writer and director after a -year hiatus with cztery noce z annu (four nights with anna) in . he received the golden lion award for lifetime achievement at the  venice film festival.nn
Jerzy Skowlimowski;
Jia Zhang-Ke;" zhangke (born may , ) is a chinese film director and screenwriter. he is generally regarded as a leading figure of the ""sixth generation"" movement of chinese cinema, a group that also includes such figures as wang xiaoshuai, lou ye, wang quan'an and zhang yuan.n's early films, a loose trilogy based in his home province of shanxi, were made outside of china's state-run film bureaucracy, and therefore are considered ""underground"" films. beginning in , 's status in his own country rose when he was allowed to direct his fourth feature film, the world, with state approval.n's films have received critical praise and have been recognized internationally, notably winning the venice film festival's top award golden lion for still life. npr critic john powers described him as perhaps ""the most important filmmaker working in the world today."""
Jim Henson;"james maury """"  (september ,  u may , ) was an american puppeteer, artist, cartoonist, inventor, screenwriter & filmmaker who achieved international fame as the creator of the muppets. born in greenville, mississippi, and raised in leland, mississippi, and hyattsville, maryland,  began developing puppets while attending high school. while he was a freshman at the university of maryland, college park, he created sam and friends, a five-minute sketch-comedy puppet show that appeared on television. after graduating from the university of maryland with a degree in home economics, he produced coffee advertisements and developed some experimental films.  founded muppets inc. in  (which would later become the   company).n became famous in the s when he joined the children's educational television program sesame street, and there helped develop characters for the series. he also appeared on the sketch comedy show saturday night live. in , after scrapping plans for a broadway show, he produced the muppet show. he won fame for his creations, particularly kermit the frog, rowlf the dog, and ernie, and was involved with sesame street for over  years. rowlf the dog was a cast member on the my dean show in the early 's. he also had frequent roles in muppets films such as the muppet movie, the great muppet caper, and the muppets take manhattan, and created advanced puppets for projects like fraggle rock, the dark crystal, and labyrinth. during the later years of his life, he also founded the   foundation and  's creature shop. his involvement in two television programsuthe storyteller and the   houruled to emmy award wins.n died of streptococcal toxic shock syndrome on may , , at age , twenty hours after experiencing a medical emergencyuan unexpected event that was widely lamented in the film and television industries. in the weeks after his death, he was celebrated in a wave of tributes. he was posthumously inducted into the hollywood walk of fame in , and as a disney legend in ."
Jim Jarmusch;"james robert  (; born january , ) is an american film director, screenwriter, actor, producer, editor, and composer. he has been a major proponent of independent cinema since the s, directing such films as stranger than paradise (), down by law (), mystery train (), dead man (), ghost dog: the way of the samurai (), coffee and cigarettes (), broken flowers (), only lovers left alive (), and paterson (). stranger than paradise was added to the national film registry in december . as a musician,  has composed music for his films and released two albums with jozef van wissem."
Jirí Menzel;jiuued  (czech: [ucjuarudiud ucmubntslu]) (born  february , prague) is a czech film director, theatre director, actor, and screenwriter. his films often combine a humanistic view of the world with sarcasm and provocative cinematography. some of these films are adapted from works by czech writers such as bohumil hrabal and vladislav vanudura.n, a member of the czech new wave, became internationally famous in , when his first feature film, closely watched trains, won the academy award for best foreign language film. his controversial film larks on a string was filmed in , but was initially banned by the czechoslovakian government. it was finally released in  after the fall of the communist regime. the film won the golden bear at the th berlin international film festival.n was nominated for an academy award for best foreign language film again in  with his dark comedy my sweet little village. in , he was a member of the jury at the th berlin international film festival. in  he was a member of the jury at the th moscow international film festival. in  he was a member of the jury at the th moscow international film festival. he was awarded a iifa lifetime achievement award in november .
Ji-woon Kim;" jee-woon (hangul: uaeuccucb; born july , ) is a south korean film director and screenwriter.  jee-woon has a history of successfully tackling a wide range of film genres, garnering a cult following among fans of asian cinema."
Joachim Trier;  (born ) is a norwegian film director raised in oslo, norway. his father jacob  was the sound technician of pinchcliffe grand prix, a notable film produced in norway. he is a distant relative to danish director lars von .
Joe Piscatella;
Joel Coen; david  (born november , ) and ethan jesse  (born september , ), collectively referred to as the  brothers, are american filmmakers. their films span many genres and styles, which they frequently subvert or parody. their best-reviewed works include fargo (), the big lebowski (), no country for old men (), a serious man (), true grit (), and inside llewyn davis ().nthe brothers write, direct and produce their films jointly, although until the ladykillers ()  received sole credit for directing and ethan for producing. they often alternate top billing for their screenplays while sharing editing credits under the alias roderick jaynes. they have been nominated for thirteen academy awards together, and individually for one award each, winning best original screenplay for fargo and best picture, best director and best adapted screenplay for no country for old men. the duo also won the palme d'or for barton fink () and were nominated for fargo.nthe  brothers have written a number of films they did not direct, including the biographical war drama unbroken (), the historical legal thriller bridge of spies (), and lesser-known, commercially unsuccessful comedies such as crimewave (), the naked man () and gambit (). ethan is also a writer of short stories, theater and poetry.nthe brothers's films no country for old men, a serious man and inside llewyn davis have been ranked in the bbc's  poll of the greatest motion pictures since .
John Boorman;"  (; born  january ) is an english filmmaker who is best known for his feature films such as point blank, hell in the pacific, deliverance, zardoz, excalibur, the emerald forest, hope and glory, the general, the tailor of panama, and queen and country. he has directed  films and received five academy award nominations.nn"
John Carpenter;" howard  (born january , ) is an american film director, screenwriter, producer, musician, editor and composer. although  has worked in numerous film genres, he is most commonly associated with horror, action and science fiction films from the s and s.nmost films in 's career were initially commercial and critical failures, with the notable exceptions of halloween (), the fog (), escape from new york (), and starman (). however, many of 's films from the s and the s have come to be viewed as cult classics, and he has been acknowledged as an influential filmmaker. cult classics that  directed include: dark star (), assault on precinct  (), the thing (), christine (), big trouble in little china (), prince of darkness (), they live () and in the mouth of madness ().n is also notable for having composed or co-composed most of the music of his films; some of them are now considered cult classics as well, with the main theme of halloween being considered a part of popular culture. he released his first studio album lost themes in , and also won a saturn award for best music for vampires ()."
John Cassavettes;" nicholas cassavetes (; december ,  u february , ) was a greek-american actor, film director, and screenwriter. cassavetes was a pioneer of american independent film, writing and directing over a dozen movies, which he partially self-financed, and pioneered the use of improvisation and a realistic cinuema vueritue style. he also acted in many hollywood films, notably rosemary's baby () and the dirty dozen (). he studied acting with don richardson, using an acting technique based on muscle memory. his income from acting made it possible for him to direct his own films independently.ncassavetes was nominated for three separate academy awards: best supporting actor for the dirty dozen (), best original screenplay for faces () and best director for a woman under the influence ().nhis children nick cassavetes, zoe cassavetes, and xan cassavetes are also filmmakers."
John Ford;  (february ,  u august , ) was an american film director. he is renowned both for westerns such as stagecoach (), the searchers (), and the man who shot liberty valance (), as well as adaptations of classic th-century american novels such as the film the grapes of wrath (). his four academy awards for best director (in , , , and ) remain a record. one of the films for which he won the award, how green was my valley, also won best picture.nin a career that spanned more than  years,  directed more than  films (although most of his silent films are now lost) and he is widely regarded as one of the most important and influential film-makers of his generation. 's work was held in high regard by his colleagues, with orson welles and ingmar bergman among those who have named him one of the greatest directors of all time.n made frequent use of location shooting and long shots, in which his characters were framed against a vast, harsh, and rugged natural terrain.
John Frankenheimer;" michael  (february ,  u july , ) was an american film and television director known for social dramas and action/suspense films. among his credits were birdman of alcatraz (), the manchurian candidate (), seven days in may (), the train (), seconds (), grand prix (), french connection ii (), black sunday (), and ronin ().n won four consecutive emmy awards in the s for the television movies against the wall, the burning season, andersonville, and george wallace, which also received a golden globe award. he was considered one of the last remaining directors who insisted on having complete control over all elements of production, making his style unique in hollywood.n's  feature films and over  plays for television were notable for their influence on contemporary thought. he became a pioneer of the ""modern-day political thriller,"" having begun his career at the peak of the cold war.ntechnically highly accomplished from his days in live television, many of his films were noted for creating ""psychological dilemmas"" for his male protagonists along with having a strong ""sense of environment,"" similar in style to films by director sidney lumet, for whom he had earlier worked as assistant director. he developed a ""tremendous propensity for exploring political situations"" which would ensnare his characters.nmovie critic leonard maltin writes that ""in his time [s]...  worked with the top writers, producers and actors in a series of films that dealt with issues that were just on top of the momentuthings that were facing us all."""
John G. Avildsen; guilbert  (december ,  u june , ) was an american film director. he won the academy award for best director in  for rocky. other films he directed include joe, save the tiger, fore play, the formula, neighbors, for keeps, lean on me, the power of one,  seconds, inferno, rocky v and the first three the karate kid films.
John Hughes;
John Huston;" marcellus  (; august ,  u august , ) was an american film director, screenwriter and actor. he wrote the screenplays for most of the  feature films he directed, many of which are today considered classics: the maltese falcon (), the treasure of the sierra madre (), the asphalt jungle (), the african queen (), the misfits (), fat city () and the man who would be king (). during his -year career,  received  oscar nominations, won twice, and directed both his father, walter , and daughter, anjelica , to oscar wins in different films.n was known to direct with the vision of an artist, having studied and worked as a fine art painter in paris in his early years. he continued to explore the visual aspects of his films throughout his career: sketching each scene on paper beforehand, then carefully framing his characters during the shooting. while most directors rely on post-production editing to shape their final work,  instead created his films while they were being shot, making them both more economical and cerebral, with little editing needed.nmost of 's films were adaptations of important novels, often depicting a ""heroic quest,"" as in moby dick, or the red badge of courage. in many films, different groups of people, while struggling toward a common goal, would become doomed, forming ""destructive alliances,"" giving the films a dramatic and visual tension. many of his films involved themes such as religion, meaning, truth, freedom, psychology, colonialism and war.nbefore becoming a hollywood filmmaker, he had been an amateur boxer, reporter, short-story writer, portrait artist in paris, a cavalry rider in mexico, and a documentary filmmaker during world war ii.  has been referred to as ""a titan"", ""a rebel"", and a ""renaissance man"" in the hollywood film industry. author ian freer describes him as ""cinema's ernest hemingway""ua filmmaker who was ""never afraid to tackle tough issues head on."""
John Landis; david  (born august , ) is an american film director, screenwriter, actor, and producer. he is best known for the comedy films that he has directed such as national lampoon's animal house (), the blues brothers (), trading places (), uathree amigos! (), coming to america () and beverly hills cop iii (), and for directing michael jackson's music video thriller ().
John McTiernan; campbell , jr. (born january , ) is an american filmmaker. he is best known for his action films, especially predator (), die hard (), and the hunt for red october (). his later well-known films include the action-comedy-fantasy film last action hero (), the action film sequel die hard with a vengeance (), and the heist film-remake the thomas crown affair ().nhe pleaded guilty to perjury and lying to an fbi investigator in regard to his hiring of the private investigator anthony pellicano in late  to illegally wiretap the phone calls of two people, one of whom was charles roven, a co-producer of his dystopian science-fiction action film remake rollerball (). he was incarcerated in federal prison from april  to february . during his imprisonment, he declared bankruptcy amidst foreclosure proceedings for his ranch residence and struggles to pay legal fees and irs tax debt. his last completed film project was the mystery-thriller basic, released in .
John Schlesinger;" richard , cbe (;  february  u  july ) was an english film and stage director, and actor. he won an academy award for best director for midnight cowboy, and was nominated for two other films (darling and sunday bloody sunday)."
John Sturges;" eliot  (; january ,  u august , ) was an american film director. his movies include bad day at black rock (), gunfight at the o.k. corral (), the magnificent seven (), the great escape (), and ice station zebra (). in , the magnificent seven was selected for preservation in the united states national film registry by the library of congress as being ""culturally, historically, or aesthetically significant"". he was not related to director preston ."
John Woo;"  sbs (ng yu-sum; born  may ) is a chinese-born hong kong film director, writer, and producer. he is the owner of lion rock productions. he is considered a major influence on the action genre, known for his highly chaotic action sequences, mexican standoffs, and frequent use of slow motion.  has directed several notable hong kong action films, among them, a better tomorrow (), the killer (), hard boiled (), and red cliff (/).nhis hollyd films include the action films hard target () and broken arrow (), the sci-fi action thriller face/off () and the action spy film mission: impossible  (). he also created the comic series seven brothers, published by virgin comics.  cites his three favorite films as david lean's lawrence of arabia, akira kurosawa's seven samurai and jean-pierre melville's le samourauef.nn"
Johnnie To;"  (born  april ), also known as  kei-fung (ucuaucef), is a hong kong film direcr and producer. popular in his native hong kong,  has also found acclaim overseas. intensely prolific,  has made films in a variety of genres, though in the west he is best known for his action and crime movies, which have earned him critical respect and a cult following (which include quentin tarantino, who once said that he really loves  watch 's gangster films).n's biggest international successes include breaking news, election, election  (a.k.a. triad election), exiled, mad detective and drug war; these films have appeared in a number of international film festivals, been distributed theatrically in france and the united states, and been widely sold  foreign countries.nhis films, often made in collaboration with the same group of acrs, screenwriters and cinemagraphers, frequently explore themes of friendship, fate and the changing face of hong kong society. sometimes described as ""multifaceted and chameleonic"" due  his ability  switch nes and genres between movies,  is nonetheless seen as having a consistent style, which involves mixing subdued realism and social observation with highly stylised visual and acting elements.n heads the hong kong-based production company milkyway image with his frequent co-direcr wai ka-fai."
Joon-ho Bong;" joon ho (hangul: ubducud, korean pronunciation: [poudub tuuudnho u poudubduunho]; born september , ) is a south korean film director and screenwriter. his films include south korean hits memories of murder (), based on a true-life serial murder case, monster movie the host (), and his first english-language film, science fiction adventure snowpiercer (). his latest film is okja (), a south korean-american film, which competed for the palme d'or in the main competition section at the  cannes film festival. okja was subsequently released by netflix on june , .nkorean film industry insiders have nicknamed him "" tae-il,"" which, pronounced in korean, sounds similar to the word ""detail"". though he displays a fascination for strong subject matter, his films are filled with (often black) humor and sudden mood shifts.nn"
Joon-hwan Jang;
Jorge Furtado;  (born june ,  in porto alegre, rio grande do sul), is a brazilian film writer and director. his most recognized pictures is the short film isle of flowers from .
Josef von Sternberg;"  , ( may  u  december ) was an austrian-american film director. his family emigrated permanently to the united states when he was fourteen, and he grew up in new york city. he started working at world film company in fort lee, new jersey, where he was mentored by french director emile chautard.n started in hollywood after making his first film as a director in . charlie chaplin became interested in him, and had him direct a film.  worked on late silent films in the late s, by which time he had adopted the use of """" in his name, a pretension to aristocratic origins to which he had no claim. after working with the award-winning german star emil jannings, he was invited from hollywood to berlin in  to make germany's first feature-length full-talkie, der blaue engel (the blue angel), a coproduction between paramount in the us and ufa in germany, with jannings and an unknown revue-artist, marlene dietrich. his encouragement of the latter's performances helped to create the dietrich legend in the six additional films they made together in hollywood. he was nominated for the academy award for best director for two of these, morocco () and shanghai express ()."
Joseph L. Mankiewicz; leo  (february ,  u february , ) was an american film director, screenwriter, and producer.  had a long hollywood career, and he twice won the academy award for both best director and best writing, screenplay for a letter to three wives () and all about eve ().
Joseph Losey; walton  iii (january ,  u june , ) was an american theatre and film director, born in wisconsin. after studying in germany with bertolt brecht,  returned to the united states, eventually making his way to hollywood. in the s  was blacklisted in the united states and moved to europe where he made the remainder of his films, mostly in the united kingdom. among the most critically and commercially successful were three films with screenplays by harold pinter, the servant (), accident () and the go-between ().
Josh Trank;"ua benjamin """"  (born february , ) is an american film director, screenwriter, and editor. he is known for directing the  science fiction film chronicle and the  superhero film fantastic four, both of which feature michael b. jordan in a starring role."
Joshua Oppenheimer;" lincoln  (born september , ) is an american-born british film director based in copenhagen, denmark. best known for his oscar-nominated films the act of killing () and the look of silence (),  is a  recipient of the macarthur ""genius"" award and a  marshall scholar.nn"
Joss Whedon;"joseph hill  (; born june , ) is an american screenwriter, director, producer, comic book writer, and composer. he is the founder of mutant enemy productions and co-founder of bellwether pictures, and is best known as the creator of the television series buffy the vampire slayer (u), angel (u), firefly (), dollhouse (u) and agents of s.h.i.e.l.d. (from ).n co-wrote the pixar film toy story (), wrote and directed the firefly film continuation serenity (), co-wrote and directed the internet mini-series dr. horrible's sing-along blog (), co-wrote and produced the horror comedy the cabin in the woods (), and wrote and directed the marvel cinematic universe superhero films the avengers () and its sequel avengers: age of ultron ()."
Joy Batchelor, John Halas;
Juan José Campanella; josue  (born july , ) is an argentine television and film director, writer and producer. he is a prominent figure of cinema in his country, and achieved worldwide fame with the release of the secret in their eyes ().
Julia Ducournau;  (born  november ) is a french film director and screenwriter. she attended la fuemis and studied screenwriting. in , her short film junior won the petit rail d'or at the  cannes film festival.nher  film raw was screened in the international critics' week section at the  cannes film festival. the project had been developed through the torinofilmlab framework programme in . in october , raw won the sutherland award for best first feature at the london film festival.
Julian Schnabel;"  (born october , ) is an american painter and filmmaker. in the s,  received international media attention for his ""plate paintings""ularge-scale paintings set on broken ceramic plates.n directed before night falls, which became javier bardem's breakthrough academy award-nominated role, and the diving bell and the butterfly, which was nominated for four academy awards.nhe has won the award for best director at the  cannes film festival, a golden globe, as well as bafta, a cuesar award, two nominations for the golden lion and an academy award nomination.nn"
Julien Duvivier;"  (french: [dyvivje];  october , lille u  october , paris) was a french film director. he was prominent in french cinema in the years -. amongst his most original films, chiefly notable are la bandera, puepue le moko, panique, voici le temps des assassins and marianne de ma jeunesse.njean renoir called him, a ""great technician, [a] rigorist, a poet""."
Julien Rappeneau;
Juliusz Machulski;  (born  march  in olsztyn) is a polish film director and screenplay writer. son of noted actor jan ,  became notable for his comedies ridiculing the life in communist-ruled poland of the s and s.nn
Jutta Pinzler;
Kaneto Shindô; shindo (ubue ucueba, shindud , april ,  u may , ) was a japanese film director, screenwriter, film producer, and author. he directed  films and wrote scripts for . his best known films as a director include children of hiroshima, the naked island, onibaba, kuroneko and a last note. his scripts were filmed by such directors as kon ichikawa, keisuke kinoshita, fumio kamei and tadashi imai.nshindo was born in hiroshima prefecture, and he made several films about hiroshima and the atomic bomb. like his early mentor kenji mizoguchi, many of his films feature strong female characters. he was a pioneer of independent film production in japan, founding a company called kindai eiga kyokai. he continued working as a scriptwriter, director and author until his death at the age of .nshindo made a series of autobiographical films, beginning with the first film he directed, 's story of a beloved wife, about his struggle to become a screenwriter, through 's tree without leaves, about his childhood, born into a wealthy family which became destitute, 's by player, about his film company, seen through the eyes of his friend taiji tonoyama, and his last film, postcard, directed at the age of , loosely based on his military service.
Katell Quillévéré; quilluevuerue (born  january ) is a french film director and screenwriter, known for directing the films love like poison () and suzanne (). in  she was selected to be a member of the jury for the international critics' week section of the  cannes film festival.nshe is the daughter of an it worker and science teacher and until the age of  was brought up in the ivory coast. she comes from a breton family from finistuere.nher family returned to paris and after studying at the lycuee fuenelon, chose a career in cinema. failing to get a place at la fuemis the french national film school she took a diplufme d'uetudes approfondies (dea) at the l'universitue paris-viii where she also studied philosophy. during this time she met her partner another director-to-be huelier cisterne.nwith suebastien bailly she set up the festival du cinuema at brive dedicated to medium length films. she made a series of short films, the first was uc bras le corps in  which was selected for the quinzaine des ruealisateurs at cannes and nominated for a cuesar. she then made l'imprudence in  and luucchappuee in .nher first feature un poison violent (love like poison) was set in brittany and was the story of a young adolescent girl torn between family loyalties, her religious beliefs and the changes from girl to woman. it won the jean vigo prize.  her second feature suzanne was about a young woman living a normal life whose world is disturbed by a romance with a troubled man that takes her into a life on the wrong side of the tracks. it was shown at the  cannes film festival and received good reviews with le monde's critic describing her as treading in the steps of maurice pialat.  in  she released rueparer le vivants , heal the living which again received a cuesar nomination.
Kathryn Bigelow;" ann  (; born november , ) is an american director, producer, and writer. her films include the vampire western horror film near dark (), the action crime film point break (), the science fiction action thriller strange days (), the mystery thriller the weight of water (), the submarine thriller k-: the widowmaker (), the war film the hurt locker (), the action thriller war film zero dark thirty (), and the short film last days (). the hurt locker won the  academy award for best picture and the bafta award for best film, and was nominated for the  golden globe award for best drama. she has also acted as producer and writer for many of her films.nwith the hurt locker,  became the first, and as of  the only, woman to win either of the academy award for best director, the directors guild of america award for outstanding directing, the bafta award for best direction, and the critics' choice movie award for best director. she also became the first woman to win the saturn award for best director in  for strange days.nin april ,  was named to the time  list of most influential people of the year."
Katsuhiro Ohtomo;
Katsuhito Ishii;  (ufue ubueba,  ) (born  december ) is a japanese film director.
Keith Fulton;
